"Archivo","Plantilla","Rubro","Categoría","Productos/Servicios"
"Alimentos y Bebidas/01-dashboard-financiero-Bodega.xlsx","Dashboard Financiero","Bodega","Alimentos y Bebidas","Arroz 5kg | Aceite 1L | Azúcar 1kg | Fideos 800g | Atún lata | Leche evaporada | Gaseosa 1.5L | Pan ciabatta"
"Alimentos y Bebidas/12-compras-proveedores-Polleria.xlsx","Compras y Proveedores","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/13-balance-general-Polleria.xlsx","Balance General","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/14-estado-resultados-Polleria.xlsx","Estado de Resultados","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/15-flujo-efectivo-indirecto-Polleria.xlsx","Flujo de Efectivo Indirecto","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/16-conciliacion-bancaria-Polleria.xlsx","Conciliación Bancaria","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/17-libro-diario-Polleria.xlsx","Libro Diario y Mayor","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/18-ratios-financieros-Polleria.xlsx","Ratios Financieros","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/19-control-tributario-Polleria.xlsx","Control Tributario","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/20-presupuesto-centros-costo-Polleria.xlsx","Presupuesto Centros de Costo","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/21-activos-fijos-Polleria.xlsx","Activos Fijos y Depreciación","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/22-punto-equilibrio-Polleria.xlsx","Punto de Equilibrio","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/23-estados-comparativos-Polleria.xlsx","Estados Comparativos 3 Años","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/24-costeo-ordenes-Polleria.xlsx","Costeo porÓrdenes de Trabajo","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/25-calculadora-cts-Polleria.xlsx","Calculadora CTS","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/26-gratificaciones-Polleria.xlsx","Calculadora Gratificaciones","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/27-amortizacion-Polleria.xlsx","Cuadro de Amortización","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/28-vacaciones-Polleria.xlsx","Calculadora Vacaciones","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/29-afp-onp-Polleria.xlsx","Calculadora AFP/ONP","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/30-nomina-Polleria.xlsx","Calculadora Nómina","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/31-roi-Polleria.xlsx","Calculadora ROI","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/32-ipc-Polleria.xlsx","Calculadora IPC","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/33-endeudamiento-Polleria.xlsx","Capacidad Endeudamiento","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/34-proyeccion-flujo-Polleria.xlsx","Proyección Flujo de Caja","Pollería","Alimentos y Bebidas","Pollo entero | 1/4 de pollo | Papas familiares | Ensalada fresca | Gaseosa 1.5L | Chicha morada | Crema de ají | Combo familiar"
"Alimentos y Bebidas/01-dashboard-financiero-Cevicheria.xlsx","Dashboard Financiero","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/02-control-ventas-Cevicheria.xlsx","Control de Ventas","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/03-inventario-Cevicheria.xlsx","Control de Inventario","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/04-presupuesto-anual-Cevicheria.xlsx","Presupuesto Anual","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/05-flujo-de-caja-Cevicheria.xlsx","Flujo de Caja","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/06-gestion-proyectos-Cevicheria.xlsx","Gestión de Proyectos","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/07-analisis-kpis-Cevicheria.xlsx","Análisis de KPIs","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/08-control-gastos-Cevicheria.xlsx","Control de Gastos","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/09-planilla-personal-Cevicheria.xlsx","Planilla de Personal","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/10-cuentas-por-cobrar-Cevicheria.xlsx","Cuentas por Cobrar","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/11-caja-diaria-Cevicheria.xlsx","Caja Diaria","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/12-compras-proveedores-Cevicheria.xlsx","Compras y Proveedores","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/13-balance-general-Cevicheria.xlsx","Balance General","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/14-estado-resultados-Cevicheria.xlsx","Estado de Resultados","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/15-flujo-efectivo-indirecto-Cevicheria.xlsx","Flujo de Efectivo Indirecto","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/16-conciliacion-bancaria-Cevicheria.xlsx","Conciliación Bancaria","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/17-libro-diario-Cevicheria.xlsx","Libro Diario y Mayor","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/18-ratios-financieros-Cevicheria.xlsx","Ratios Financieros","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/19-control-tributario-Cevicheria.xlsx","Control Tributario","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/20-presupuesto-centros-costo-Cevicheria.xlsx","Presupuesto Centros de Costo","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/21-activos-fijos-Cevicheria.xlsx","Activos Fijos y Depreciación","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/22-punto-equilibrio-Cevicheria.xlsx","Punto de Equilibrio","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/23-estados-comparativos-Cevicheria.xlsx","Estados Comparativos 3 Años","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/24-costeo-ordenes-Cevicheria.xlsx","Costeo porÓrdenes de Trabajo","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/25-calculadora-cts-Cevicheria.xlsx","Calculadora CTS","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/26-gratificaciones-Cevicheria.xlsx","Calculadora Gratificaciones","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/27-amortizacion-Cevicheria.xlsx","Cuadro de Amortización","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/28-vacaciones-Cevicheria.xlsx","Calculadora Vacaciones","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/29-afp-onp-Cevicheria.xlsx","Calculadora AFP/ONP","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/30-nomina-Cevicheria.xlsx","Calculadora Nómina","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/31-roi-Cevicheria.xlsx","Calculadora ROI","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/32-ipc-Cevicheria.xlsx","Calculadora IPC","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/33-endeudamiento-Cevicheria.xlsx","Capacidad Endeudamiento","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/34-proyeccion-flujo-Cevicheria.xlsx","Proyección Flujo de Caja","Cevichería","Alimentos y Bebidas","Ceviche clásico | Jalea mixta | Arroz con mariscos | Tiradito | Chilcano | Leche de tigre | Chicha morada | Inca Kola"
"Alimentos y Bebidas/01-dashboard-financiero-Panaderia.xlsx","Dashboard Financiero","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/02-control-ventas-Panaderia.xlsx","Control de Ventas","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/03-inventario-Panaderia.xlsx","Control de Inventario","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/04-presupuesto-anual-Panaderia.xlsx","Presupuesto Anual","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/05-flujo-de-caja-Panaderia.xlsx","Flujo de Caja","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/06-gestion-proyectos-Panaderia.xlsx","Gestión de Proyectos","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/07-analisis-kpis-Panaderia.xlsx","Análisis de KPIs","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/08-control-gastos-Panaderia.xlsx","Control de Gastos","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/09-planilla-personal-Panaderia.xlsx","Planilla de Personal","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/10-cuentas-por-cobrar-Panaderia.xlsx","Cuentas por Cobrar","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/11-caja-diaria-Panaderia.xlsx","Caja Diaria","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/12-compras-proveedores-Panaderia.xlsx","Compras y Proveedores","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/13-balance-general-Panaderia.xlsx","Balance General","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/14-estado-resultados-Panaderia.xlsx","Estado de Resultados","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/15-flujo-efectivo-indirecto-Panaderia.xlsx","Flujo de Efectivo Indirecto","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/16-conciliacion-bancaria-Panaderia.xlsx","Conciliación Bancaria","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/17-libro-diario-Panaderia.xlsx","Libro Diario y Mayor","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/18-ratios-financieros-Panaderia.xlsx","Ratios Financieros","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/19-control-tributario-Panaderia.xlsx","Control Tributario","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/20-presupuesto-centros-costo-Panaderia.xlsx","Presupuesto Centros de Costo","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/21-activos-fijos-Panaderia.xlsx","Activos Fijos y Depreciación","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/22-punto-equilibrio-Panaderia.xlsx","Punto de Equilibrio","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/23-estados-comparativos-Panaderia.xlsx","Estados Comparativos 3 Años","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
"Alimentos y Bebidas/24-costeo-ordenes-Panaderia.xlsx","Costeo porÓrdenes de Trabajo","Panadería","Alimentos y Bebidas","Pan francés | Pan ciabatta | Panetela | Torta de chocolate | Empanada de carne | Pionono | Bizcocho | Pan integral"
